"session","created","modified","ended","expired","time_0b_start","plan_bev","mc_bev_make","mc_bev_audi","mc_bev_bmw","mc_bev_cadillac","mc_bev_chevrolet","mc_bev_fiat","mc_bev_ford","mc_bev_genesis","mc_bev_gmc","mc_bev_honda","mc_bev_hyundai","mc_bev_jaguar","mc_bev_kia","mc_bev_lexus","mc_bev_lucid","mc_bev_mazda","mc_bev_mercedes_benz","mc_bev_mini","mc_bev_mitsubishi","mc_bev_nissan","mc_bev_polestar","mc_bev_porsche","mc_bev_rivian","mc_bev_subaru","mc_bev_tesla","mc_bev_toyota","mc_bev_vin_fast","mc_bev_volkswagen","mc_bev_volvo","mc_bev_year","user_model","user_bev","time_0b_end"
"WeQbrMhhYvdiJ26YZUrKwBHyoLA2U8uqDPoCU1s9rRTki-1Hb7NmoFr_GswprlaW","2024-04-14 18:38:51","2024-04-14 18:39:05","2024-04-14 18:39:06","","2024-04-14 18:38:52","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 18:39:06"
"V2vsNHW7kTW5l5IazMSo0xvB0QkrVERtK__gdoUWzpQZFvskEjkcDmIBuIaRpjga","2024-04-14 18:54:31","2024-04-14 18:54:47","2024-04-14 18:54:48","","2024-04-14 18:54:31","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 18:54:47"
"9P_KsOOx-Hndi0y4_zttyiismenLvBOsut1vyKM-lcKjGp52SI1Y9zeXCvY72zim","2024-04-14 19:34:02","2024-04-14 19:34:17","2024-04-14 19:34:17","","2024-04-14 19:34:03","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 19:34:17"
"GVEKTp4G1uC99MkTp161WCcuP4TF6UaBsdpn4wiinoOxzgouIKyqJTkhG2UNQ3Gq","2024-04-14 20:37:53","2024-04-14 20:38:08","2024-04-14 20:38:09","","2024-04-14 20:37:53","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-14 20:38:09"
"DBGr4XDieyM-KBN3w_w7fm8zo9OxuaHKAWnPLrMrbqnxW4cRo9n8zWkzPXio5wrc","2024-04-14 21:58:47","2024-04-14 21:59:25","2024-04-14 21:59:26","","2024-04-14 21:58:47","yes","hyundai","","","","","","","","","","ioniq_6","","","","","","","","","","","","","","","","","","","idk","ioniq_6","hyundai_ioniq_6","2024-04-14 21:59:26"
"7lWn4xEpZ8jajIgHQgxbAf_lIZsh9b-z5H2awIatQj-oFkkyRrTXw90n2sxqqMbD","2024-04-14 23:06:25","","","","2024-04-14 23:06:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CsDvZ8VZBxZ_DBqZKUbUSSN0U4D8CfNdoO7irkT86fkVh9fUF1TFAuU3QkRJAydX","2024-04-15 03:04:39","2024-04-15 03:04:53","2024-04-15 03:04:54","","2024-04-15 03:04:40","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-15 03:04:54"
"oX-blkGjLYdGB1zx2MC4IzfJJP3uMHGy2kwc1wX3fCpFwEoY4SxjMLCIWInDjeVZ","2024-04-15 03:11:19","2024-04-15 03:11:45","2024-04-15 03:11:46","","2024-04-15 03:11:19","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-15 03:11:46"
"to-quMWWOvVrImDtsxxdEgocGzZIXrLHydqLicA38-KkdFPz08HqisVC7gWEy4m9","2024-04-15 04:55:15","2024-04-15 04:55:35","2024-04-15 04:55:36","","2024-04-15 04:55:15","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-15 04:55:36"
"vZU8gnyKBsvDRM4Py7bmWiUS7J5Dvkl5cRu2dHupY0o0GazZs3nmFChR5lTU0UQE","2024-04-15 06:43:18","2024-04-15 06:44:30","2024-04-15 06:44:31","","2024-04-15 06:43:18","yes","hyundai","","","","","","","","","","ioniq_6","","","","","","","","","","","","","","","","","","","2024","ioniq_6","hyundai_ioniq_6","2024-04-15 06:44:31"
"RzORVyCe927AulL-zii76NIdPjYlur0hi3HW-pOZLD5Q8X904JnTGDOeJ4MRVBNf","2024-04-15 14:34:04","2024-04-15 14:34:16","2024-04-15 14:34:17","","2024-04-15 14:34:04","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-15 14:34:17"
"37a5lIuSoXURo3GKhDmoYRdBAZSaOeGDy1sAoWGGdqapgJgF1JvnBxPT5ixkKVSO","2024-04-15 15:22:18","","","","2024-04-15 15:22:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"qeqPlTJ_NWtiQQLSRJngHVfwPn4-zC8sLbm5SsczZ_lt2a3kYYTWZrsuIyE33rir","2024-04-15 18:05:56","2024-04-15 18:06:43","2024-04-15 18:06:43","","2024-04-15 18:05:56","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-15 18:06:43"
"daV1M6BI9J7NGh_oQfXlEA6R3qcjNjKJ-4CHjo3yEDqMSfOqU50A9lqIDOOzub6U","2024-04-15 18:58:20","2024-04-15 18:58:35","2024-04-15 18:58:36","","2024-04-15 18:58:20","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-15 18:58:36"
"Np6weU1twXZW86Zr-HzoZHDZyToYC8Eiv9FeS566uVLOOKK7LXx0iMg6-uYlcrqg","2024-04-15 21:42:19","2024-04-15 21:42:27","2024-04-15 21:42:28","","2024-04-15 21:42:19","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-15 21:42:28"
"HVLd86CAhBGkeqy4DDczOo2HN-hZk25jSr87GDas80I-hDzLQTXVWuXD6GiiD7pG","2024-04-15 23:58:01","2024-04-15 23:58:43","2024-04-15 23:58:43","","2024-04-15 23:58:01","yes","chevrolet","","","","blazer_ev","","","","","","","","","","","","","","","","","","","","","","","","","2024","blazer_ev","chevrolet_blazer_ev","2024-04-15 23:58:43"
"PqabMzQG36nEdApW7dIAnE6bzr3I8r6l6DFwora3u7ucER3evSAWhFSRjuAGvFwa","2024-04-16 03:02:29","2024-04-16 03:02:40","2024-04-16 03:02:41","","2024-04-16 03:02:29","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-16 03:02:41"
"_Vy161doPBTcvtomBn_g4rUUm22PnDo1ZmmOMUgyqeGV4neY06-XrVCZuJHswmCq","2024-04-16 03:16:13","2024-04-16 03:16:45","2024-04-16 03:16:46","","2024-04-16 03:16:14","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-16 03:16:46"
"vUDfc4XX_5Y4U-9QJtjyKJauOnrkc7jcSb4eHvMD6jHHk8TaTu4wfkXTOMmEoMwC","2024-04-16 04:18:21","2024-04-16 04:18:48","2024-04-16 04:18:49","","2024-04-16 04:18:21","yes","audi","q_4_sportback_e_tron","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024","q_4_sportback_e_tron","audi_q_4_sportback_e_tron","2024-04-16 04:18:49"
"ZZW1v-Jk1RVyed_OkWGjuhTigTYxIRgAlwEHkyPpeiPeTjWr8iVVH6ciuFFN8aRP","2024-04-16 04:46:15","","","","2024-04-16 04:46:15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ro4FxMrH1N1MJCZzog9YmqM5vdvx-sfhDnXMI5IBZ7s_SjgJWdkx9aC0v1Z8p0yx","2024-04-16 06:46:42","2024-04-16 06:47:12","2024-04-16 06:47:14","","2024-04-16 06:46:42","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-16 06:47:13"
"UgQg8DEwmh-hVxnd33Nrahqf4kA7KoiWvT79pgBsw1yVnMbe279R5dLdEOWv_Aoi","2024-04-16 18:01:14","2024-04-16 18:01:29","2024-04-16 18:01:29","","2024-04-16 18:01:15","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-16 18:01:29"
"kzexXx438pzJSgwgQgQ9A0i35uJoxPTuGdUXA0gt8UmgPzqlsRFxWAoIC0YxVqhR","2024-04-16 20:04:52","2024-04-16 20:05:09","2024-04-16 20:05:09","","2024-04-16 20:04:52","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-16 20:05:09"
"8BgQQfPGm907VsURJ5IRP1J4GKwHXulI3l2ixDpkltD-1WSWEY5xVC2VFq5GXgTC","2024-04-16 20:06:22","2024-04-16 20:06:31","2024-04-16 20:06:32","","2024-04-16 20:06:22","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-16 20:06:32"
"O6evOR18hxo4-F0z_E3I3_MbktUpGFaOJLmtWEUfoRhkZMzCXSVy884bCGpl1It5","2024-04-17 00:16:31","2024-04-17 00:16:48","2024-04-17 00:16:48","","2024-04-17 00:16:31","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-17 00:16:48"
"2V_8ZG2azZqtG7LvFBO9ghybYVsHrXIhyC22IUHBcvI0qUCZ7-Yro7sCfN4VIZ0q","2024-04-17 02:01:10","2024-04-17 02:01:47","2024-04-17 02:01:47","","2024-04-17 02:01:10","yes","bmw","","i_7","","","","","","","","","","","","","","","","","","","","","","","","","","","2022","i_7","bmw_i_7","2024-04-17 02:01:47"
"WarACzqKLJQrh38FiyldFgf9otYpq7otm-JY2TDd8mAiiY22FYF04sDXRJk-phgr","2024-04-17 04:19:49","2024-04-17 04:20:26","2024-04-17 04:20:27","","2024-04-17 04:19:49","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-17 04:20:26"
"0pcPRqY70NG9UiJEt90RkGcBDUpBmY1vXACR_I6J5-nC5t5RgWH6CQnQ_tyzfWEW","2024-04-17 04:24:44","2024-04-17 04:27:45","2024-04-17 04:27:46","","2024-04-17 04:24:44","yes","mini","","","","","","","","","","","","","","","","","hardtop_2_door","","","","","","","","","","","","2023","hardtop_2_door","mini_hardtop_2_door","2024-04-17 04:27:46"
"7kIiwgaEldiKgjyx54983TUZTqvw15AxV6d-K8H3t_rFdfgeoSTWfD0Gt4e-FNDJ","2024-04-17 13:00:58","2024-04-17 13:01:15","2024-04-17 13:01:16","","2024-04-17 13:00:59","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-17 13:01:16"
"UxZgpkv0I8qio7upG_ITYKGa2PUfgBQQs7J7FH15PigGINXfXbe0YoSNJuZ_Vm1W","2024-04-17 17:00:37","2024-04-17 17:01:01","2024-04-17 17:01:03","","2024-04-17 17:00:37","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","model_s","","","","","idk","model_s","tesla_model_s","2024-04-17 17:01:02"
"aqpAyjZC6TqL96QfnKvDfXGXUaswQ-y-uMf9KX-9yzcg3rKmxExNIeo2RW3Arzy0","2024-04-17 19:13:28","2024-04-17 19:13:47","2024-04-17 19:13:48","","2024-04-17 19:13:28","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-17 19:13:48"
"ruFzoTx-424PhpjMzQ8nGSljB9unGaR4venMauGNwzzzXgKmeQzpw_RoOm1QUQ0a","2024-04-17 19:41:26","2024-04-17 19:42:20","2024-04-17 19:42:21","","2024-04-17 19:41:26","yes","mini","","","","","","","","","","","","","","","","","hardtop_2_door","","","","","","","","","","","","2024","hardtop_2_door","mini_hardtop_2_door","2024-04-17 19:42:21"
"SVlkYi60TVdTyCYyrpvmGcNiRcBQl23ZLzgEtvsOXqWhtAJFNZ7yzrO9Bcsj630A","2024-04-17 20:52:19","2024-04-17 20:52:39","2024-04-17 20:52:40","","2024-04-17 20:52:19","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-17 20:52:40"
"rj32VMB9s6kDfaGus0BRlvHYAmZFhJqTZ0-1Kv7pBeEICCzd5OrMqww8IW-ArXLD","2024-04-17 22:31:54","2024-04-17 22:32:06","2024-04-17 22:32:07","","2024-04-17 22:31:54","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-17 22:32:07"
"efo00b_ugKuahW54DTbVNj_jW3yQXviUj_m7VxCEA1ioKE8tdMf8fVMEkmBXxz1J","2024-04-18 00:27:36","2024-04-18 00:27:46","2024-04-18 00:27:47","","2024-04-18 00:27:36","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-18 00:27:47"
"yJyuklk-gTIgkjF7tCapzqJeKPonP72f4akKia1styYevrpwrN0SGf9iMq9tz40b","2024-04-18 02:34:56","2024-04-18 02:35:06","2024-04-18 02:35:06","","2024-04-18 02:34:56","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-18 02:35:06"
"5RwRZf830Kf5Zp8PNJ6_tlKXtc0GnY1uh05AfWoN6xF1t0ld3f5j_sYTtPXGDhPy","2024-04-18 04:00:25","2024-04-18 04:02:10","2024-04-18 04:02:11","","2024-04-18 04:00:25","yes","toyota","","","","","","","","","","","","","","","","","","","","","","","","","b_z_4_x","","","","idk","b_z_4_x","toyota_b_z_4_x","2024-04-18 04:02:10"
"UHBCUAB6RrvbZ0NK2nGoJ9ly3vZKuiuqcb63lzpqG2lOpkTO6yU6_tzAr3N5TPfc","2024-04-19 16:06:02","2024-04-19 16:06:32","2024-04-19 16:06:33","","2024-04-19 16:06:02","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-19 16:06:32"
"rY1NPCSBBRdE1bsBcD0z8svT7iTYl27-I0v6C4J6hRf8f58I-QFPP5uz60tIDx7c","2024-04-19 18:44:58","2024-04-19 18:45:58","2024-04-19 18:45:59","","2024-04-19 18:44:58","yes","hyundai","","","","","","","","","","ioniq_6","","","","","","","","","","","","","","","","","","","idk","ioniq_6","hyundai_ioniq_6","2024-04-19 18:45:59"
"_pQJ859yk9hJTZ6QN_QInTs2E9WjAhU5s0mqEu80opINPQVtLUionDDuhoM8ehAe","2024-04-22 04:43:42","2024-04-22 04:44:00","2024-04-22 04:44:01","","2024-04-22 04:43:43","yes","toyota","","","","","","","","","","","","","","","","","","","","","","","","","b_z_4_x","","","","idk","b_z_4_x","toyota_b_z_4_x","2024-04-22 04:44:01"
"7fCMUjhVC-YZcu97RPYoJT7RzgvjKh05IZ-6xKu0hbo4bj35byWYtRv_z46p-g_D","2024-04-23 23:30:27","2024-04-23 23:30:47","2024-04-23 23:30:47","","2024-04-23 23:30:27","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-23 23:30:47"
"oxtjQiFgMmKgixXokbQR5_ss2DgNVT2Kv2Pjb-uoTsoRYbToxKLEMg7A5Agm0gya","2024-04-24 23:52:01","2024-04-24 23:52:08","2024-04-24 23:52:08","","2024-04-24 23:52:01","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-24 23:52:08"
"d0JyomyBetRKbRJZGikVDZ-su4Oof5-7DjL6JIHCLlPv4UUjH6DmsIs8R1oC2Z-d","2024-04-28 22:56:12","2024-04-28 22:56:23","2024-04-28 22:56:24","","2024-04-28 22:56:12","yes","genesis","","","","","","","electrified_gv_70","","","","","","","","","","","","","","","","","","","","","","2020","electrified_gv_70","genesis_electrified_gv_70","2024-04-28 22:56:24"
"IxXtTqqA5uYV0LreCQPRRHyJj0AXeM8O_slFfNomMQi8bz7cKF4g8QyZgqKPsbVK","2024-04-29 02:00:18","2024-04-29 02:00:47","2024-04-29 02:00:48","","2024-04-29 02:00:18","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","model_s","","","","","2024","model_s","tesla_model_s","2024-04-29 02:00:48"
"AHJ_VSuNYIITQGkDSBwbVKn8y0LvCd5Dtd6F5oYl_LRWC7krriIEtOUYH3YdAf2j","2024-04-29 03:30:40","2024-04-29 03:31:08","2024-04-29 03:31:09","","2024-04-29 03:30:40","yes","ford","","","","","","focus_ev","","","","","","","","","","","","","","","","","","","","","","","2023","focus_ev","ford_focus_ev","2024-04-29 03:31:08"
"ZpGNvNh8BuE9kcogQ5VggPJgXFyfclBAX91H28itsLh8JcbAMAu6JsRPfZELlIis","2024-04-29 16:42:46","2024-04-29 16:43:04","2024-04-29 16:43:05","","2024-04-29 16:42:46","yes","nissan","","","","","","","","","","","","","","","","","","","leaf","","","","","","","","","","idk","leaf","nissan_leaf","2024-04-29 16:43:05"
"xcpDwre6wKKWd5tJyQvuAtfSf1RnTU9vc6Lgi9ALCBsAujZaRaU1I4PFiDd0huLS","2024-04-29 16:43:21","2024-04-29 16:43:47","2024-04-29 16:43:48","","2024-04-29 16:43:21","yes","chevrolet","","","","blazer_ev","","","","","","","","","","","","","","","","","","","","","","","","","2024","blazer_ev","chevrolet_blazer_ev","2024-04-29 16:43:47"
"re-1nzq6Owe5rYSYxvv0kOlS_etDhmE5KcDcYkqfD8li9UcHBFQEEOSA99LijbYO","2024-04-30 00:05:02","2024-04-30 00:05:22","2024-04-30 00:05:22","","2024-04-30 00:05:02","yes","chevrolet","","","","blazer_ev","","","","","","","","","","","","","","","","","","","","","","","","","2024","blazer_ev","chevrolet_blazer_ev","2024-04-30 00:05:22"
"xi-1NIfC7EMCASd3c54KWX2hj4pVK79VvP0Y0bkFm3XKQ3qVNIWOfFaMuCER5JhV","2024-04-30 14:12:31","2024-04-30 14:12:49","2024-04-30 14:12:49","","2024-04-30 14:12:31","yes","ford","","","","","","f_150_lightning","","","","","","","","","","","","","","","","","","","","","","","2024","f_150_lightning","ford_f_150_lightning","2024-04-30 14:12:49"
"w94HmFdLRVggc-GjFsvD7BEeJ0Jdtj-EnzKN403r1VMfflYjhFLgkzCB2l8CA59x","2024-04-30 20:39:35","2024-04-30 20:39:47","2024-04-30 20:39:48","","2024-04-30 20:39:36","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-04-30 20:39:47"
"gJ4V6s9_3V-xKFYE5dlzfjrU2H3OZ1u-EqcPzCBqi4O6wW4mLrvX-TmzNzPm6VV9","2024-05-02 03:03:34","2024-05-02 03:03:43","2024-05-02 03:03:44","","2024-05-02 03:03:34","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-02 03:03:44"
"FKlJ9aeMcChvYrjVv5w3erdwqpVUEw_cy7UzVCE1n2mfhgilPuoPSNF8rHpV1uKp","2024-05-02 03:45:14","2024-05-02 03:45:42","2024-05-02 03:45:42","","2024-05-02 03:45:14","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","roadster","","","","","2024","roadster","tesla_roadster","2024-05-02 03:45:42"
"49wgB7L3iMObF_oN4u4aysQ2fQ3Eu9oFvWPH_rDH8uagp4Oi1KFzMB8RJ0Yr4BtV","2024-05-04 03:20:46","2024-05-04 03:21:11","2024-05-04 03:21:12","","2024-05-04 03:20:47","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-04 03:21:12"
"oclni_vQPmtTMN-cn8r7m7khk9mD8r8eyX5Sp06Bjfhx15aSD5kUYhyPHwNNFUVY","2024-05-04 17:51:10","2024-05-04 17:52:12","2024-05-04 17:52:13","","2024-05-04 17:51:11","yes","bmw","","i_x","","","","","","","","","","","","","","","","","","","","","","","","","","","2023","i_x","bmw_i_x","2024-05-04 17:52:13"
"6Kv9aIAEh-W3Dc_B0OoYxkOq0g31Z4C_lPbLz57tMo8hLuh6e-2DEBIb1sKWEyS1","2024-05-05 04:19:18","2024-05-05 04:19:40","2024-05-05 04:19:41","","2024-05-05 04:19:19","yes","ford","","","","","","mustang_mach_e","","","","","","","","","","","","","","","","","","","","","","","idk","mustang_mach_e","ford_mustang_mach_e","2024-05-05 04:19:41"
"SR3uAp9c0jALIll0504Tb4q27ugq0QLtStj_OLvzGz6bWm47ReRHNp1ASbNBPeT7","2024-05-05 17:31:12","2024-05-05 17:31:34","2024-05-05 17:31:35","","2024-05-05 17:31:12","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-05 17:31:35"
"9pVwIQgZu80j-BD4w7zIrFPQqCtLFQVVF6z0J-YJWtwc89f15sBrgIDmPmvv1GkW","2024-05-05 17:44:48","2024-05-05 17:45:16","2024-05-05 17:45:17","","2024-05-05 17:44:48","yes","ford","","","","","","mustang_mach_e","","","","","","","","","","","","","","","","","","","","","","","2024","mustang_mach_e","ford_mustang_mach_e","2024-05-05 17:45:16"
"K34vuGdbjgFLFvP-x8ez1anTlHRueoCOdFvnsAqO2mQp1kq8iyQKr-VXZ7TdW-v7","2024-05-05 18:53:27","2024-05-05 18:53:42","2024-05-05 18:53:42","","2024-05-05 18:53:28","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-05 18:53:42"
"vC6Ggt7d4GGKhLb5kD1jO-THWc7NkjyR0CARAt55NBPz2IsuYaI7y5szN-cp3yDs","2024-05-05 21:24:32","2024-05-05 21:24:43","2024-05-05 21:24:43","","2024-05-05 21:24:32","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-05 21:24:43"
"ovyKGswwongY4DGqe-ljFWYdE8Wy2VzhmNyM9e_hzcwcDNVZtMoKoIdlvv_-b_17","2024-05-06 00:45:54","2024-05-06 00:46:23","2024-05-06 00:46:25","","2024-05-06 00:45:55","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-06 00:46:25"
"wuuOEIV6z3ODp65OqQpztElAGUckQTQlSvjqCLOU9ggCZF1WDb8FrWX2SFbuyZvs","2024-05-06 06:36:11","2024-05-06 06:36:59","2024-05-06 06:37:00","","2024-05-06 06:36:12","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-06 06:36:59"
"fBumgmEl4A0pSk_6gTGb6Viy26D70M4WK7pdDBa9Dr0CnCaCWdovSZGF9z-QlzM2","2024-05-06 15:27:21","2024-05-06 15:27:31","2024-05-06 15:27:31","","2024-05-06 15:27:22","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-06 15:27:31"
"SOmBCabJh7J4r_Ef_3iwBTJmLNslFoGZmEQV96GQF-erwwTSMtCvGAS3TzAuetiM","2024-05-06 19:01:06","2024-05-06 19:01:21","2024-05-06 19:01:21","","2024-05-06 19:01:06","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-06 19:01:21"
"pajmrGyKD9wYSZIA0-zESOOo9xZgUfeOjcEqlz_9RcZ5ejE-pVfo2kA-tuDox9yE","2024-05-06 21:39:19","2024-05-06 21:39:29","2024-05-06 21:39:30","","2024-05-06 21:39:20","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-06 21:39:30"
"X5IyMzEkQdMbR7rzyqZ5ZPdg7JnfOKQ6v3gusXZctj9KMhI6rVacQ_FV0TxT14QD","2024-05-07 00:55:43","2024-05-07 00:55:56","2024-05-07 00:55:58","","2024-05-07 00:55:45","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-07 00:55:58"
"r9oB82BNUr0CHS1bX9r6C6D2VzU7-pMapbEQAKBoYzikveR_wCHB3uzAyoXDPLgU","2024-05-07 01:01:25","2024-05-07 01:02:23","2024-05-07 01:02:26","","2024-05-07 01:01:27","yes","chevrolet","","","","bolt_ev","","","","","","","","","","","","","","","","","","","","","","","","","2024","bolt_ev","chevrolet_bolt_ev","2024-05-07 01:02:25"
"bWKPL0mBfhCB9b4m15ti996taxcbf0FFPZdC64VWZaX3FH2iSTvb5ZNwf4v_jwAC","2024-05-07 01:40:34","2024-05-07 01:40:56","2024-05-07 01:40:57","","2024-05-07 01:40:34","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-07 01:40:57"
"HaAW9XdOFki38Bhv8rRsphy-DTqnDci6URpP4FjZCmEJGU0hQIZ8_FlNztxmvjIL","2024-05-07 02:27:38","2024-05-07 02:27:51","2024-05-07 02:27:53","","2024-05-07 02:27:39","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-07 02:27:52"
"hZfySR5lvp3iPYxPeePsKfyZTRQczf5WtHgo-hGE9Q5i8aUyCNpsiO0V64HlPUXU","2024-05-07 03:34:18","2024-05-07 03:59:53","2024-05-07 03:59:54","","2024-05-07 03:34:18","yes","kia","","","","","","","","","","","","ev_6","","","","","","","","","","","","","","","","","2024","ev_6","kia_ev_6","2024-05-07 03:59:54"
"bSKtPAdtOo7KlRRTSO0A_A9zWq02lt7J9saHFPZfcRfYDmtZyUaF_G4h2YrP9psh","2024-05-07 03:43:43","2024-05-07 03:44:07","2024-05-07 03:44:08","","2024-05-07 03:43:44","yes","bmw","","i_x","","","","","","","","","","","","","","","","","","","","","","","","","","","2024","i_x","bmw_i_x","2024-05-07 03:44:08"
"X5B5fRv94n2DWfAYO2XpP7lFpCf_S3Gh4kgmXi0zT3f8xWrjfpUk58un78qWOa9d","2024-05-07 16:54:50","2024-05-07 16:55:08","2024-05-07 16:55:08","","2024-05-07 16:54:51","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-07 16:55:08"
"GaV_NgjjGo1hFgBPNcX3_hkEOpmVBGWV30kt3n-BcZSN7ZhGqrGOSJFwpmtlP9mW","2024-05-08 00:42:11","2024-05-08 00:42:20","2024-05-08 00:42:22","","2024-05-08 00:42:13","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-08 00:42:22"
"DNMinN9sp3wTeIPILleH_da-YzeQ7iDCJZunrjge8XQSYlvY0uMwgYakwJtKmIgt","2024-05-08 02:14:08","2024-05-08 02:14:20","2024-05-08 02:14:21","","2024-05-08 02:14:09","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-08 02:14:21"
"A9pNJyykeLg6WxRhBHt8ltZLoDb-nmXz9NpLEvpC0j6mk-wBNxwBgQjFl_k3bvyj","2024-05-08 19:17:55","2024-05-08 19:18:44","2024-05-08 19:18:44","","2024-05-08 19:17:55","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-08 19:18:44"
"0RlrXa1dh41WqiKNw1ciTHn9R_JlZbeMHiB0KL9B0bAJI5hJ9UWCmP-GzSu-82jd","2024-05-09 04:50:39","2024-05-09 04:51:21","2024-05-09 04:51:23","","2024-05-09 04:50:39","yes","tesla","","","","","","","","","","","","","","","","","","","","","","","","model_y","","","","","idk","model_y","tesla_model_y","2024-05-09 04:51:22"
"m58UluJNdyNr7pQFvg-MkQuc4Fo_X9HMIBheK7__dYsbxO_ApFk1Cu0JMGnYi3jx","2024-05-09 17:09:37","","","","2024-05-09 17:09:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Qk9bq6N6JS1kJoaJ07XjxnNUBreOBQrc6wuqtr0C92LQ11kFxzWvlUJNohI-ub8g","2024-05-09 19:07:13","2024-05-09 19:07:39","2024-05-09 19:07:40","","2024-05-09 19:07:14","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-09 19:07:40"
"v_eUL11rs3yu73bwSbXTNvjGxO2dFpkOZbt5usYcqFNrxLiNN552MjsqBCxkH81I","2024-05-10 00:21:23","2024-05-10 00:21:31","2024-05-10 00:21:33","","2024-05-10 00:21:24","no","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA_NA","2024-05-10 00:21:33"
